RegioCode,Regio,50PLUS,BBB,BIJ1,BVNL / Groep Van Haga,CDA,ChristenUnie,D66,DENK,Forum voor Democratie,GROENLINKS / Partij van de Arbeid (PvdA),JA21,LEF - Voor de Nieuwe Generatie,LP (Libertaire Partij),Nederland met een PLAN,Nieuw Sociaal Contract,PVV (Partij voor de Vrijheid),Partij voor de Dieren,PartijvdSport,Piratenpartij - De Groenen,Politieke Partij voor Basisinkomen,SP (Socialistische Partij),Samen voor Nederland,Splinter,Staatkundig Gereformeerde Partij (SGP),VVD,Volt,x,y
GM0085,Ooststellingwerf,0.3834582030558669,12.978585334198572,0.12388649637189546,0.8908029024836293,4.129549879063182,2.0293787977110496,3.327237331130907,0.14158456728216626,2.8493894165535956,12.447643206890449,0.5486401982183942,0.07079228364108313,0.05309421273081234,0.02359742788036104,15.243938410713232,26.97186006725267,2.283051147424931,0.0,0.035396141820541564,0.0294967848504513,3.5278154681139755,0.0884903545513539,0.05309421273081234,0.725620907321102,10.400566338269128,0.6430299097398383,-0.19123626,-12.902796
GM0086,Opsterland,0.3794586390083481,10.801922590437643,0.07589172780166961,1.0979003288641538,4.801416645585631,4.067796610169491,4.411839109537061,0.09107007336200354,2.5550215026562104,14.12092081963066,0.4502909182899064,0.0607133822413357,0.04047558816089046,0.02023779408044523,15.481912471540602,23.06096635466734,1.5836073867948393,0.0,0.07589172780166961,0.03541613964077916,3.743991904882368,0.04047558816089046,0.09612952188211485,1.5633695927143942,10.543890715911965,0.7993928661775866,2.5888915,-12.279164
GM0088,Schiermonnikoog,0.10718113612004287,6.538049303322615,0.0,0.21436227224008575,4.287245444801715,1.8220793140407288,7.395498392282958,0.21436227224008575,0.857449088960343,25.723472668810288,0.5359056806002144,0.10718113612004287,0.10718113612004287,0.0,13.39764201500536,11.254019292604502,5.894962486602358,0.0,0.3215434083601286,0.0,3.6441586280814575,0.10718113612004287,0.0,0.3215434083601286,15.434083601286174,1.714898177920686,19.267502,1.5706564
GM0090,Smallingerland,0.4416422116977075,5.352006275968272,0.22372664671528605,0.7641572478716914,5.392683848098324,5.45079466542697,4.088095999070227,0.4445477525641398,3.1815672487433537,14.475404596565651,0.5113751924920824,0.0435831129964843,0.03777203126361972,0.03196094953075515,17.107824621553302,24.368771246767587,1.452770433216143,0.0,0.08135514426010401,0.026149867797890577,3.6784147369032745,0.08426068512653631,0.07844960339367173,1.8101519597873144,10.198448441177325,0.6740854810122905,2.038597,-10.495158
GM0093,Terschelling,0.5457380457380457,7.51039501039501,0.10395010395010396,0.7016632016632016,3.6642411642411643,1.0135135135135136,7.120582120582121,0.10395010395010396,1.4293139293139294,16.606029106029105,1.0914760914760915,0.05197505197505198,0.02598752598752599,0.05197505197505198,14.059251559251559,19.854469854469855,2.728690228690229,0.0,0.18191268191268192,0.02598752598752599,3.4303534303534304,0.10395010395010396,0.12993762993762994,0.2338877338877339,17.22972972972973,2.001039501039501,7.3111477,-8.864486
GM0096,Vlieland,0.7238883143743536,6.72182006204757,0.0,0.31023784901758017,2.378490175801448,1.2409513960703207,8.273009307135471,0.20682523267838676,1.7580144777662874,24.301964839710443,0.7238883143743536,0.0,0.10341261633919338,0.0,12.616339193381593,15.098241985522234,2.0682523267838677,0.0,0.20682523267838676,0.0,4.446742502585315,0.0,0.20682523267838676,0.20682523267838676,16.75284384694933,1.654601861427094,18.326084,1.3171358
GM0098,Weststellingwerf,0.4420146562754449,13.999069442828894,0.07560777015237874,0.7793416308014424,3.536117250203559,1.3027800395486797,3.2860300104687683,0.5815982319413749,2.8556473188321507,11.509829010119809,0.5059904617889962,0.05234384087472374,0.023263929277654995,0.017447946958241246,14.237524717924858,27.718971734325926,1.6401070140746772,0.0,0.06979178783296498,0.05234384087472374,3.7454926137024542,0.09887169943003374,0.09887169943003374,0.5059904617889962,12.172850994532977,0.6921018960102361,-0.74795914,-13.318499
GM0106,Assen,0.5249282048867756,4.479544277576386,0.235393813850572,0.5555294006873499,3.187232239536745,5.157478461466033,5.632973965444188,0.8591874205545879,2.28802787062756,17.715738430394047,0.6285014829810273,0.05649451532413728,0.0470787627701144,0.0,16.26335859893602,20.914740360623323,2.118544324655148,0.0,0.07767995857068877,0.0,4.1499929381855845,0.12475872134080317,0.13182053575632033,0.9980697707264253,12.471164257803306,1.3817616873028578,7.917831,-6.885736
GM0109,Coevorden,0.34432919571501447,12.68066655330726,0.10627444312191804,0.5441251487842204,3.9704131950348582,1.083999319843564,3.4772997789491584,0.25080768576772655,2.397551436830471,10.946267641557558,0.5823839483081109,0.02550586634926033,0.017003910899506886,0.0,16.5448053052202,27.924672674715186,1.4665873150824689,0.0,0.05526271042339738,0.0,2.5378337017514028,0.16578813127019215,0.07226662132290426,0.6461486141812617,13.450093521509947,0.7099132800544126,-0.4346665,-13.606389
GM0114,Emmen,0.6062053931376356,6.765311912085287,0.14483232299101143,0.5405082569355272,3.3191984949383344,1.4468301131782482,2.9518917788992742,0.6032191596739033,2.7876489383940037,10.810165138710545,0.6002329262101711,0.029862334637321946,0.035834801564786335,0.0,16.809508167348522,36.255860483172576,1.2631767551587183,0.0,0.056738435810911696,0.0,3.7044226117597874,0.18663959148326217,0.08660077044823364,0.47033177053782066,9.960581718278736,0.5643981246453847,-8.867646,-9.141406
GM0118,Hoogeveen,0.42068005106185447,8.207612858303353,0.11604966925844261,0.7485203667169549,5.31217361030521,4.0211210398050365,2.7358709527677845,0.5599396541719857,3.3161192990599977,8.46872461413485,0.7833352674944877,0.03191365904607172,0.034814900777532784,0.0,16.4529418591157,31.904955320877335,1.0937681327608215,0.0,0.08123476848090982,0.0,3.2987118486712315,0.13925960311013114,0.09574097713821515,2.0714865962632008,9.527677846118138,0.577347104560752,-5.926622,-13.274514
GM0119,Meppel,0.4521877909296449,6.490224763931374,0.19062818637230128,0.6295163363922508,3.941126922906415,3.64410160925655,5.319856363878175,1.152635545506938,2.424967859201135,14.447843241565812,0.7093141818504234,0.07536463182160748,0.04433213636565146,0.0,16.088132287094915,22.352263155561467,2.1412421864609654,0.0,0.06649820454847719,0.0,3.4667730637939442,0.11969676818725894,0.13742962273351952,0.6960145409407279,13.853792614266082,1.5560579864343662,6.300112,-6.8963075
GM0141,Almelo,0.3796600205751237,4.71758193308186,0.18860530054377111,0.4678391221280557,2.326948513202371,1.702346543869103,3.5737030323813257,3.588399549306814,2.802135893793171,9.94464311958066,0.5070298339293587,0.03919071180130309,0.024494194875814432,0.031842453338558764,22.79429775143291,30.056826532111888,1.2075638073776516,0.02939303385097732,0.0734825846274433,0.0,2.9588987409983836,0.051437809239210305,0.09797677950325773,0.558467643168569,10.98074756282761,0.8964875324548082,-4.752504,-10.965202
GM0147,Borne,0.15967573542958916,5.103482159307253,0.08597924215439415,0.3991893385739729,2.6714978812258185,0.9334889148191365,4.99907879383406,0.4913099551679666,1.7625744641650802,9.918319719953326,0.49745132960756616,0.030706872197997913,0.006141374439599582,0.0368482466375975,33.38451145366333,21.62377940183013,0.8413682982251428,0.02456549775839833,0.042989621077197074,0.0,2.35214641036664,0.061413744395995826,0.11054473991279248,0.23337222870478413,13.246944666216299,0.9826199103359332,0.95352554,-22.11901
GM0148,Dalfsen,0.28018088871411717,16.982894219425877,0.07373181281950453,0.5554463232402674,6.119740464018875,5.402084152575698,3.9323633503735747,0.16220998820290994,1.4549744396382225,8.297286669288242,0.5996854109319701,0.009830908375933936,0.019661816751867872,0.039323633503735744,18.555839559575304,19.20959496657491,0.9585135666535588,0.029492725127801808,0.019661816751867872,0.0,1.6663389697208022,0.014746362563900904,0.058985450255603616,2.329925285096343,12.396775462052693,0.8307117577664176,1.6128441,-17.099207
GM0150,Deventer,0.43429666294108255,9.66629410825483,0.308159029219224,0.4007664058757784,2.2369471499281492,1.7020597157911543,7.19303847996168,3.4232795784767682,1.9064346159987227,21.211879291074563,0.5173239661504071,0.07185055085422322,0.03193357815743254,0.041513651604662305,11.694076321251796,17.97860450263452,2.8532652083665977,0.04311033051253393,0.07983394539358135,0.0,3.4440364042790996,0.030336899249560914,0.13412102826121666,0.3305125339294268,11.944754909787642,2.321571132045346,16.071362,-4.003962
GM0153,Enschede,0.22968737624602573,2.526561138706283,0.3145472443172175,0.39035539312748213,1.3950962310903927,1.8612597730281395,4.947896041004288,2.807164435795024,3.0357203471334335,14.891209649132731,0.42995666489403833,0.03960127176655616,0.03960127176655616,0.045258596304635614,27.69712947352938,22.860116993471447,1.805817992554961,0.03054955250562904,0.11314649076158903,0.0,2.6442334890983354,0.03394394722847671,0.1052262364082778,0.381303673866555,8.843529717925799,2.5310869983367468,1.5947165,-23.27543
GM0158,Haaksbergen,0.2527075812274368,9.452466907340554,0.07220216606498195,0.4452466907340554,3.3814681107099878,0.5475330926594465,3.5740072202166067,1.3778580024067388,1.6064981949458483,7.394705174488568,0.7340553549939831,0.018050541516245487,0.018050541516245487,0.006016847172081829,31.299638989169676,23.405535499398315,0.9626955475330926,0.06016847172081829,0.0421179302045728,0.0,2.0938628158844765,0.024067388688327317,0.05415162454873646,0.15042117930204574,12.099879663056559,0.9265944645006017,0.4704945,-21.308355
GM0160,Hardenberg,0.3975999421672811,14.262994289019012,0.05783271886069544,0.554230222414998,5.3856719439022624,7.8604303718161885,2.2313790693751656,0.30121207739945544,1.8940215426877756,6.296537265958216,0.648208390563628,0.02891635943034772,0.038555145907130293,0.02168726957276079,19.38118990819056,25.366876310272538,0.8506229065760621,0.033735752668739,0.05060362900310851,0.0,1.9012506325453626,0.09156847152943444,0.04578423576471722,1.9012506325453626,9.737584038169594,0.6602568736596063,-1.1603792,-16.861206
GM0163,Hellendoorn,0.3371242891957758,11.35255889520715,0.12591389114541024,0.6255077173030057,5.1543460601137285,2.4411047928513403,3.6839967506092606,0.35337124289195776,1.6896831844029245,7.510154346060114,0.5808285946385053,0.020308692120227456,0.016246953696181964,0.036555645816409424,28.525588952071487,21.20633631194151,1.007311129163282,0.02843216896831844,0.020308692120227456,0.0,2.3030056864337936,0.024370430544272948,0.07311129163281885,0.7757920389926889,11.336311941510967,0.7717303005686433,0.7936717,-20.495737
GM0164,Hengelo,0.337648845200991,3.6901622312794693,0.22576520418764484,0.4375449532486214,2.193718532725965,1.3006473267801486,5.02277631263486,1.8640613761687845,2.78710141452889,13.929513306161592,0.5734036601933988,0.04795013186286262,0.03796052105809958,0.041956365380004794,27.2216894429793,21.66147206904819,1.8121153999840167,0.03196675457524175,0.07991688643810436,0.0,3.758091584751858,0.06193558698953089,0.11188364101334612,0.2617278030847918,10.842723567489811,1.666267082234476,1.5465349,-23.171871
GM0166,Kampen,0.23438382469219474,6.291652547159155,0.13837117361346435,0.4264091268496555,5.6958093301705635,8.75974246018299,2.8295493053202305,1.0448435558567717,2.3381904439173162,8.737151248164464,0.6071388229978538,0.025415113520840395,0.03671071953010279,0.03671071953010279,14.723822433073535,24.423924093527617,1.1577996159493957,0.05647803004631199,0.04800632553936519,0.0,2.2139387778154296,0.04235852253473399,0.08189314356715238,10.386309725516774,8.940472156331188,0.7229187845927934,-11.463424,19.851973
